Model,Dataset,x,y,modality,category
CLIP_RN50,mscoco,-2.58,-21.71,text,steam locomotive
CLIP_RN50,mscoco,-0.29,-19.79,text,steam locomotive
CLIP_RN50,mscoco,-0.11,-20.80,text,steam locomotive
CLIP_RN50,mscoco,0.13,-23.01,text,steam locomotive
CLIP_RN50,mscoco,-0.10,-24.00,text,steam locomotive
CLIP_RN50,mscoco,0.98,-20.15,text,steam locomotive
CLIP_RN50,mscoco,-1.80,-22.72,text,steam locomotive
CLIP_RN50,mscoco,0.29,-20.92,text,steam locomotive
CLIP_RN50,mscoco,0.84,-18.79,text,steam locomotive
CLIP_RN50,mscoco,-0.09,-20.50,text,steam locomotive
CLIP_RN50,mscoco,0.01,-22.01,text,steam locomotive
CLIP_RN50,mscoco,1.90,-19.31,text,steam locomotive
CLIP_RN50,mscoco,-1.52,-18.87,text,steam locomotive
CLIP_RN50,mscoco,0.15,-19.59,text,steam locomotive
CLIP_RN50,mscoco,-1.70,-22.59,text,steam locomotive
CLIP_RN50,mscoco,-1.59,-22.52,text,steam locomotive
CLIP_RN50,mscoco,-1.46,-23.64,text,steam locomotive
CLIP_RN50,mscoco,-1.74,-23.78,text,steam locomotive
CLIP_RN50,mscoco,2.34,-21.85,text,steam locomotive
CLIP_RN50,mscoco,-0.31,-20.75,text,steam locomotive
CLIP_RN50,mscoco,0.85,-20.43,text,steam locomotive
CLIP_RN50,mscoco,-1.99,-20.92,text,steam locomotive
CLIP_RN50,mscoco,2.20,-21.76,text,steam locomotive
CLIP_RN50,mscoco,-2.60,-22.91,text,steam locomotive
CLIP_RN50,mscoco,-1.18,-25.12,text,steam locomotive
CLIP_RN50,mscoco,1.56,-20.74,text,steam locomotive
CLIP_RN50,mscoco,-0.35,-18.44,text,steam locomotive
CLIP_RN50,mscoco,-3.15,-21.13,text,steam locomotive
CLIP_RN50,mscoco,-1.46,-19.07,text,steam locomotive
CLIP_RN50,mscoco,-2.43,-22.32,text,steam locomotive
CLIP_RN50,mscoco,-0.59,-21.28,text,steam locomotive
CLIP_RN50,mscoco,0.85,-23.24,text,steam locomotive
CLIP_RN50,mscoco,-1.28,-22.79,text,steam locomotive
CLIP_RN50,mscoco,0.92,-21.99,text,steam locomotive
CLIP_RN50,mscoco,1.53,-24.10,text,steam locomotive
CLIP_RN50,mscoco,0.60,-19.06,text,steam locomotive
CLIP_RN50,mscoco,0.53,-20.95,text,steam locomotive
CLIP_RN50,mscoco,-2.25,-20.08,text,steam locomotive
CLIP_RN50,mscoco,4.25,-18.46,text,steam locomotive
CLIP_RN50,mscoco,0.90,-23.32,text,steam locomotive
CLIP_RN50,mscoco,-1.08,-25.42,text,steam locomotive
CLIP_RN50,mscoco,-3.60,-22.49,text,steam locomotive
